Date,Time,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,
2023-09-13,12:59:39,31.1,0.2,$,0,34,49,50,31.6,16.8,77.4,
2023-09-13,12:59:44,24.8,0.3,$,0,35,49,50,31.6,16.8,68.0,
2023-09-13,12:59:50,26.6,0.3,$,0,35,50,50,31.6,16.8,68.5,
2023-09-13,12:59:56,31.0,0.3,$,0,35,50,50,31.7,16.8,69.5,
2023-09-13,13:00:01,31.1,0.2,$,0,34,49,50,31.6,16.8,67.5,
2023-09-13,13:00:07,31.1,0.2,$,0,35,50,51,31.6,16.8,71.6,
2023-09-13,13:00:12,23.9,0.3,$,0,35,50,51,31.6,16.8,68.3,
2023-09-13,13:00:18,25.7,0.3,$,0,35,50,51,31.6,16.8,70.5,
2023-09-13,13:00:23,30.1,0.2,$,0,34,48,50,31.6,16.8,76.1,
2023-09-13,13:00:29,31.1,0.2,$,0,35,49,51,31.6,16.8,69.5,
2023-09-13,13:00:35,22.1,0.2,$,0,35,49,50,31.6,16.8,69.6,
2023-09-13,13:00:40,20.9,0.3,$,0,34,49,49,31.6,16.8,68.0,
2023-09-13,13:00:46,25.7,0.3,$,0,34,48,49,31.6,16.8,71.2,
2023-09-13,13:00:51,31.1,0.2,$,0,33,47,48,31.6,16.8,70.0,
2023-09-13,13:00:57,31.1,0.2,$,0,33,47,48,31.7,16.8,76.6,
