,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Position,Floor No.,Weather,Occupancy_Classified
2836,2130.0,41.0,63.0,68.0,28.1,15.0,76.5,backside,2.0,overcast,0
2837,2127.0,41.0,63.0,69.0,28.1,15.1,78.4,backside,2.0,overcast,0
2838,2124.0,42.0,63.0,69.0,28.1,15.0,78.6,backside,2.0,overcast,0
2839,2122.0,42.0,63.0,69.0,28.1,15.1,75.9,backside,2.0,overcast,0
2840,2121.0,42.0,62.0,69.0,28.1,15.1,71.9,backside,2.0,overcast,0
2841,2118.0,42.0,62.0,68.0,28.1,15.1,79.7,backside,2.0,overcast,0
2842,2116.0,42.0,63.0,68.0,28.1,15.1,72.9,backside,2.0,overcast,0
2843,2114.0,42.0,63.0,67.0,28.1,15.1,78.0,backside,2.0,overcast,0
2844,2111.0,42.0,63.0,66.0,28.1,15.1,76.0,backside,2.0,overcast,0
2845,2108.0,42.0,62.0,66.0,28.2,15.0,80.7,backside,2.0,overcast,0
2846,2105.0,42.0,62.0,66.0,28.1,15.1,78.6,backside,2.0,overcast,0
2847,2102.0,43.0,63.0,67.0,28.1,15.1,73.8,backside,2.0,overcast,0
2848,2100.0,42.0,62.0,67.0,28.1,15.0,73.8,backside,2.0,overcast,0
2849,2097.0,41.0,61.0,66.0,28.1,15.0,80.0,backside,2.0,overcast,0
2850,2095.0,42.0,61.0,67.0,28.1,15.1,72.4,backside,2.0,overcast,0
2851,2091.0,42.0,61.0,67.0,28.1,15.1,75.4,backside,2.0,overcast,0
2852,2088.0,41.0,61.0,65.0,28.1,15.0,76.8,backside,2.0,overcast,0
2853,2084.0,40.0,61.0,65.0,28.1,15.1,74.9,backside,2.0,overcast,0
2854,2081.0,40.0,61.0,65.0,28.1,15.0,83.3,backside,2.0,overcast,0
2855,2077.0,41.0,62.0,67.0,28.1,15.0,71.8,backside,2.0,overcast,0
2856,2073.0,40.0,61.0,66.0,28.1,15.1,71.6,backside,2.0,overcast,0
2857,2070.0,41.0,63.0,68.0,28.1,15.1,74.8,backside,2.0,overcast,0
2858,2067.0,40.0,62.0,67.0,28.1,15.0,74.6,backside,2.0,overcast,0
2859,2064.0,40.0,62.0,68.0,28.1,15.1,78.7,backside,2.0,overcast,0
2860,2060.0,41.0,64.0,69.0,28.1,15.1,75.9,backside,2.0,overcast,0
2861,2057.0,40.0,64.0,69.0,28.2,15.1,74.1,backside,2.0,overcast,0
2862,2053.0,41.0,65.0,70.0,28.1,15.1,75.1,backside,2.0,overcast,0
2863,2049.0,40.0,65.0,69.0,28.1,15.1,79.0,backside,2.0,overcast,0
2864,2045.0,41.0,65.0,69.0,28.1,15.0,72.6,backside,2.0,overcast,0
2865,2042.0,42.0,66.0,70.0,28.1,15.0,76.1,backside,2.0,overcast,0
2866,2039.0,42.0,66.0,70.0,28.1,15.1,78.4,backside,2.0,overcast,0
2867,2036.0,42.0,66.0,70.0,28.1,15.0,69.3,backside,2.0,overcast,0
2868,2033.0,42.0,65.0,69.0,28.1,15.1,70.1,backside,2.0,overcast,0
2869,2030.0,42.0,64.0,69.0,28.1,15.0,73.5,backside,2.0,overcast,0
2870,2027.0,42.0,64.0,69.0,28.1,15.0,72.3,backside,2.0,overcast,0
2871,2025.0,42.0,63.0,68.0,28.1,15.0,74.9,backside,2.0,overcast,0
2872,2022.0,43.0,63.0,69.0,28.1,15.0,77.1,backside,2.0,overcast,0
2873,2019.0,43.0,63.0,69.0,28.0,15.0,71.5,backside,2.0,overcast,0
2874,2016.0,42.0,62.0,68.0,28.0,15.0,70.7,backside,2.0,overcast,0
2875,2014.0,42.0,62.0,68.0,28.1,15.0,78.1,backside,2.0,overcast,0
2876,2011.0,42.0,62.0,68.0,28.1,15.0,70.5,backside,2.0,overcast,0
2877,2009.0,42.0,62.0,68.0,28.0,15.0,72.8,backside,2.0,overcast,0
2878,2007.0,42.0,62.0,68.0,28.0,15.0,76.9,backside,2.0,overcast,0
2879,2006.0,43.0,63.0,69.0,28.0,15.0,74.2,backside,2.0,overcast,0
2880,2004.0,42.0,63.0,67.0,28.0,15.0,76.5,backside,2.0,overcast,0
2881,2002.0,43.0,64.0,68.0,28.0,15.0,75.3,backside,2.0,overcast,0
2882,2000.0,43.0,64.0,69.0,28.0,15.0,74.9,backside,2.0,overcast,0
2883,1998.0,43.0,63.0,69.0,28.0,15.0,74.3,backside,2.0,overcast,0
2884,1997.0,43.0,63.0,69.0,28.0,14.9,72.8,backside,2.0,overcast,0
2885,1995.0,43.0,63.0,68.0,28.0,14.9,72.6,backside,2.0,overcast,0
2886,1993.0,43.0,62.0,68.0,28.0,14.9,80.6,backside,2.0,overcast,0
2887,1991.0,43.0,62.0,68.0,28.0,14.9,75.1,backside,2.0,overcast,0
2888,1990.0,42.0,61.0,67.0,28.0,14.9,74.1,backside,2.0,overcast,0
2889,1988.0,42.0,61.0,67.0,27.9,14.9,79.8,backside,2.0,overcast,0
2890,1987.0,42.0,61.0,67.0,27.9,14.9,71.0,backside,2.0,overcast,0
2891,1985.0,42.0,61.0,67.0,27.9,14.9,72.8,backside,2.0,overcast,0
2892,1983.0,41.0,60.0,65.0,27.9,14.9,77.7,backside,2.0,overcast,0
2893,1981.0,41.0,60.0,64.0,27.9,14.9,75.7,backside,2.0,overcast,0
2894,1979.0,42.0,61.0,65.0,27.9,14.9,76.9,backside,2.0,overcast,0
2895,1977.0,41.0,60.0,64.0,27.9,14.9,76.0,backside,2.0,overcast,0
2896,1974.0,42.0,61.0,64.0,27.9,14.9,76.2,backside,2.0,overcast,0
2897,1972.0,42.0,61.0,64.0,27.9,14.9,77.1,backside,2.0,overcast,0
2898,1969.0,44.0,63.0,65.0,27.9,14.9,72.1,backside,2.0,overcast,0
2899,1966.0,43.0,62.0,65.0,27.9,14.9,82.4,backside,2.0,overcast,0
2900,1963.0,44.0,63.0,66.0,27.9,14.9,75.0,backside,2.0,overcast,0
2901,1961.0,44.0,63.0,66.0,27.9,14.9,77.1,backside,2.0,overcast,0
2902,1959.0,43.0,62.0,65.0,27.9,14.9,79.2,backside,2.0,overcast,0
2903,1957.0,43.0,63.0,66.0,27.9,14.9,70.9,backside,2.0,overcast,0
2904,1954.0,43.0,62.0,66.0,27.8,14.9,77.2,backside,2.0,overcast,0
2905,1953.0,42.0,60.0,65.0,27.9,14.9,71.3,backside,2.0,overcast,0
2906,1951.0,43.0,61.0,67.0,27.8,14.9,79.0,backside,2.0,overcast,0
2907,1949.0,43.0,61.0,67.0,27.8,14.9,71.5,backside,2.0,overcast,0
2908,1946.0,44.0,61.0,67.0,27.8,14.9,84.2,backside,2.0,overcast,0
2909,1944.0,44.0,61.0,67.0,27.8,14.9,79.0,backside,2.0,overcast,0
2910,1941.0,44.0,62.0,67.0,27.8,14.9,73.5,backside,2.0,overcast,0
2911,1940.0,44.0,62.0,67.0,27.8,14.9,75.2,backside,2.0,overcast,0
2912,1938.0,44.0,62.0,66.0,27.8,14.9,77.2,backside,2.0,overcast,0
2913,1936.0,44.0,62.0,66.0,27.8,14.9,72.4,backside,2.0,overcast,0
2914,1935.0,43.0,61.0,64.0,27.8,14.9,72.6,backside,2.0,overcast,0
2915,1933.0,44.0,61.0,65.0,27.8,14.9,77.7,backside,2.0,overcast,0
2916,1930.0,44.0,61.0,64.0,27.8,14.9,72.8,backside,2.0,overcast,0
2917,1927.0,43.0,60.0,63.0,27.8,14.9,76.2,backside,2.0,overcast,0
2918,1924.0,44.0,61.0,64.0,27.8,14.9,76.0,backside,2.0,overcast,0
2919,1921.0,43.0,60.0,63.0,27.8,14.9,73.0,backside,2.0,overcast,0
2920,1918.0,43.0,60.0,63.0,27.8,14.9,78.1,backside,2.0,overcast,0
2921,1915.0,44.0,61.0,64.0,27.8,14.9,70.6,backside,2.0,overcast,0
2922,1912.0,44.0,61.0,64.0,27.8,14.9,70.2,backside,2.0,overcast,0
2923,1908.0,43.0,60.0,63.0,27.8,14.9,79.6,backside,2.0,overcast,0
2924,1905.0,42.0,60.0,62.0,27.8,14.9,70.6,backside,2.0,overcast,0
2925,1902.0,43.0,61.0,63.0,27.8,14.9,73.5,backside,2.0,overcast,0
2926,1900.0,43.0,61.0,63.0,27.8,14.9,77.0,backside,2.0,overcast,0
2927,1898.0,42.0,60.0,62.0,27.8,14.9,75.7,backside,2.0,overcast,0
2928,1897.0,42.0,60.0,62.0,27.8,14.9,72.9,backside,2.0,overcast,0
2929,1895.0,42.0,60.0,62.0,27.8,14.9,79.0,backside,2.0,overcast,0
2930,1893.0,42.0,60.0,62.0,27.8,14.9,71.8,backside,2.0,overcast,0
2931,1890.0,42.0,60.0,62.0,27.8,14.9,72.8,backside,2.0,overcast,0
2932,1887.0,42.0,60.0,62.0,27.8,14.9,77.4,backside,2.0,overcast,0
2933,1885.0,42.0,60.0,62.0,27.8,14.9,74.9,backside,2.0,overcast,0
2934,1882.0,42.0,60.0,62.0,27.8,14.9,78.7,backside,2.0,overcast,0
2935,1880.0,43.0,60.0,62.0,27.8,14.9,72.6,backside,2.0,overcast,0
2936,1879.0,42.0,60.0,62.0,27.8,14.9,71.5,backside,2.0,overcast,0
2937,1877.0,42.0,60.0,63.0,27.8,14.9,76.4,backside,2.0,overcast,0
2938,1875.0,44.0,61.0,64.0,27.8,14.9,75.7,backside,2.0,overcast,0
2939,1874.0,43.0,60.0,64.0,27.7,14.9,74.9,backside,2.0,overcast,0
2940,1871.0,43.0,60.0,64.0,27.8,14.9,80.8,backside,2.0,overcast,0
2941,1869.0,44.0,60.0,65.0,27.8,14.9,72.7,backside,2.0,overcast,0
2942,1867.0,45.0,62.0,66.0,27.7,14.8,71.7,backside,2.0,overcast,0
2943,1866.0,44.0,61.0,66.0,27.7,14.8,77.4,backside,2.0,overcast,0
2944,1864.0,44.0,61.0,65.0,27.7,14.8,75.9,backside,2.0,overcast,0
2945,1863.0,45.0,62.0,66.0,27.7,14.9,71.3,backside,2.0,overcast,0
2946,1861.0,44.0,62.0,65.0,27.7,14.8,70.6,backside,2.0,overcast,0
2947,1859.0,45.0,63.0,67.0,27.7,14.8,71.8,backside,2.0,overcast,0
2948,1856.0,44.0,62.0,66.0,27.7,14.8,76.2,backside,2.0,overcast,0
2949,1853.0,45.0,64.0,68.0,27.7,14.8,78.0,backside,2.0,overcast,0
2950,1851.0,45.0,64.0,69.0,27.7,14.8,72.8,backside,2.0,overcast,0
2951,1849.0,46.0,65.0,70.0,27.7,14.8,72.7,backside,2.0,overcast,0
2952,1846.0,44.0,65.0,70.0,27.7,14.8,75.7,backside,2.0,overcast,0
2953,1844.0,44.0,65.0,70.0,27.7,14.8,74.9,backside,2.0,overcast,0
2954,1842.0,43.0,65.0,70.0,27.6,14.8,79.8,backside,2.0,overcast,0
2955,1840.0,43.0,65.0,70.0,27.7,14.8,69.7,backside,2.0,overcast,0
2956,1838.0,43.0,64.0,68.0,27.7,14.8,72.2,backside,2.0,overcast,0
2957,1836.0,43.0,64.0,68.0,27.6,14.8,78.1,backside,2.0,overcast,0
2958,1834.0,43.0,64.0,67.0,27.7,14.8,79.2,backside,2.0,overcast,0
2959,1833.0,43.0,64.0,67.0,27.6,14.8,72.2,backside,2.0,overcast,0
2960,1831.0,44.0,65.0,68.0,27.6,14.8,77.8,backside,2.0,overcast,0
2961,1829.0,44.0,66.0,69.0,27.6,14.8,73.7,backside,2.0,overcast,0
2962,1828.0,43.0,65.0,69.0,27.7,14.8,72.9,backside,2.0,overcast,0
2963,1826.0,44.0,67.0,71.0,27.6,14.8,79.6,backside,2.0,overcast,0
2964,1826.0,43.0,66.0,70.0,27.7,14.8,72.7,backside,2.0,overcast,0
2965,1824.0,44.0,66.0,71.0,27.7,14.8,76.4,backside,2.0,overcast,0
2966,1821.0,45.0,67.0,72.0,27.6,14.8,79.3,backside,2.0,overcast,0
2967,1819.0,45.0,66.0,72.0,27.7,14.8,79.9,backside,2.0,overcast,0
2968,1817.0,44.0,65.0,71.0,27.6,14.8,78.7,backside,2.0,overcast,0
2969,1815.0,44.0,65.0,71.0,27.6,14.8,71.8,backside,2.0,overcast,0
2970,1814.0,46.0,66.0,71.0,27.6,14.8,71.4,backside,2.0,overcast,0
2971,1813.0,45.0,64.0,70.0,27.6,14.8,79.3,backside,2.0,overcast,0
2972,1810.0,46.0,65.0,70.0,27.6,14.8,72.4,backside,2.0,overcast,0
2973,1808.0,45.0,64.0,69.0,27.6,14.8,71.9,backside,2.0,overcast,0
2974,1804.0,44.0,63.0,68.0,27.6,14.8,79.4,backside,2.0,overcast,0
2975,1801.0,45.0,64.0,68.0,27.6,14.8,83.4,backside,2.0,overcast,0
2976,1797.0,44.0,63.0,67.0,27.6,14.8,73.7,backside,2.0,overcast,0
2977,1794.0,45.0,64.0,68.0,27.5,14.8,77.8,backside,2.0,overcast,0
2978,1791.0,44.0,63.0,67.0,27.6,14.8,76.4,backside,2.0,overcast,0
2979,1789.0,45.0,64.0,68.0,27.6,14.8,69.0,backside,2.0,overcast,0
2980,1786.0,45.0,64.0,68.0,27.6,14.8,78.1,backside,2.0,overcast,0
2981,1785.0,45.0,63.0,67.0,27.6,14.8,78.8,backside,2.0,overcast,0
2982,1784.0,46.0,63.0,67.0,27.6,14.8,78.0,backside,2.0,overcast,0
2983,1783.0,45.0,63.0,67.0,27.6,14.8,77.7,backside,2.0,overcast,0
2984,1781.0,44.0,62.0,66.0,27.6,14.8,84.5,backside,2.0,overcast,0
2985,1780.0,45.0,63.0,67.0,27.6,14.8,78.4,backside,2.0,overcast,0
2986,1779.0,44.0,61.0,65.0,27.6,14.8,71.6,backside,2.0,overcast,0
2987,1778.0,43.0,61.0,65.0,27.6,14.8,74.9,backside,2.0,overcast,0
2988,1777.0,43.0,60.0,64.0,27.6,14.8,76.5,backside,2.0,overcast,0
2989,1776.0,44.0,61.0,65.0,27.6,14.8,73.2,backside,2.0,overcast,0
2990,1774.0,43.0,61.0,64.0,27.7,14.8,72.7,backside,2.0,overcast,0
2991,1772.0,42.0,59.0,63.0,27.7,14.8,78.3,backside,2.0,overcast,0
2992,1770.0,42.0,59.0,62.0,27.6,14.8,71.9,backside,2.0,overcast,0
2993,1768.0,42.0,59.0,62.0,27.7,14.8,85.0,backside,2.0,overcast,0
2994,1766.0,41.0,58.0,62.0,27.7,14.8,79.9,backside,2.0,overcast,0
2995,1764.0,42.0,59.0,62.0,27.7,14.8,75.0,backside,2.0,overcast,0
2996,1763.0,40.0,58.0,61.0,27.6,14.8,78.2,backside,2.0,overcast,0
2997,1760.0,40.0,58.0,61.0,27.7,14.8,69.0,backside,2.0,overcast,0
2998,1759.0,41.0,58.0,61.0,27.7,14.8,72.8,backside,2.0,overcast,0
2999,1757.0,40.0,58.0,60.0,27.7,14.8,78.3,backside,2.0,overcast,0
3000,1755.0,40.0,58.0,60.0,27.6,14.8,72.3,backside,2.0,overcast,0
3001,1752.0,42.0,59.0,61.0,27.7,14.8,71.4,backside,2.0,overcast,0
3002,1750.0,41.0,59.0,60.0,27.6,14.8,80.2,backside,2.0,overcast,0
3003,1747.0,42.0,60.0,61.0,27.7,14.8,71.9,backside,2.0,overcast,0
3004,1744.0,40.0,59.0,60.0,27.6,14.8,72.1,backside,2.0,overcast,0
3005,1742.0,41.0,60.0,62.0,27.6,14.8,77.3,backside,2.0,overcast,0
3006,1740.0,40.0,59.0,61.0,27.5,14.8,69.5,backside,2.0,overcast,0
3007,1737.0,40.0,59.0,62.0,27.6,14.8,75.5,backside,2.0,overcast,0
3008,1735.0,40.0,60.0,62.0,27.6,14.8,71.8,backside,2.0,overcast,0
3009,1734.0,40.0,60.0,62.0,27.6,14.8,71.6,backside,2.0,overcast,0
3010,1732.0,41.0,61.0,64.0,27.6,14.8,73.2,backside,2.0,overcast,0
3011,1731.0,41.0,61.0,64.0,27.6,14.8,78.6,backside,2.0,overcast,0
3012,1729.0,41.0,61.0,64.0,27.6,14.8,71.9,backside,2.0,overcast,0
3013,1728.0,41.0,61.0,65.0,27.6,14.8,77.3,backside,2.0,overcast,0
3014,1726.0,42.0,62.0,66.0,27.6,14.8,75.1,backside,2.0,overcast,0
3015,1725.0,42.0,63.0,66.0,27.5,14.8,71.0,backside,2.0,overcast,0
3016,1724.0,41.0,62.0,66.0,27.6,14.8,73.5,backside,2.0,overcast,0
3017,1722.0,42.0,62.0,66.0,27.6,14.8,71.6,backside,2.0,overcast,0
3018,1720.0,42.0,62.0,66.0,27.6,14.8,71.5,backside,2.0,overcast,0
3019,1718.0,42.0,62.0,66.0,27.6,14.8,70.7,backside,2.0,overcast,0
3020,1717.0,43.0,63.0,66.0,27.6,14.8,72.8,backside,2.0,overcast,0
3021,1716.0,43.0,63.0,66.0,27.6,14.8,72.8,backside,2.0,overcast,0
3022,1714.0,42.0,62.0,65.0,27.6,14.8,75.6,backside,2.0,overcast,0
3023,1712.0,42.0,63.0,66.0,27.6,14.8,71.3,backside,2.0,overcast,0
3024,1711.0,41.0,62.0,64.0,27.6,14.8,71.2,backside,2.0,overcast,0
3025,1709.0,42.0,63.0,65.0,27.5,14.8,79.3,backside,2.0,overcast,0
3026,1706.0,42.0,62.0,65.0,27.6,14.8,71.7,backside,2.0,overcast,0
3027,1704.0,42.0,62.0,65.0,27.5,14.8,75.8,backside,2.0,overcast,0
3028,1701.0,41.0,61.0,64.0,27.5,14.8,78.8,backside,2.0,overcast,0
3029,1699.0,41.0,61.0,64.0,27.5,14.8,73.2,backside,2.0,overcast,0
3030,1695.0,41.0,61.0,64.0,27.5,14.8,69.2,backside,2.0,overcast,0
3031,1693.0,41.0,61.0,64.0,27.5,14.8,78.1,backside,2.0,overcast,0
3032,1692.0,41.0,61.0,64.0,27.5,14.8,72.0,backside,2.0,overcast,0
3033,1689.0,41.0,62.0,64.0,27.5,14.8,78.0,backside,2.0,overcast,0
3034,1687.0,41.0,62.0,64.0,27.6,14.8,75.1,backside,2.0,overcast,0
3035,1685.0,41.0,62.0,65.0,27.5,14.8,72.9,backside,2.0,overcast,0
3036,1684.0,42.0,62.0,65.0,27.5,14.8,76.5,backside,2.0,overcast,0
3037,1681.0,42.0,62.0,65.0,27.5,14.8,71.8,backside,2.0,overcast,0
3038,1680.0,42.0,62.0,65.0,27.5,14.8,71.8,backside,2.0,overcast,0
3039,1677.0,42.0,62.0,64.0,27.5,14.8,78.6,backside,2.0,overcast,0
3040,1676.0,41.0,61.0,64.0,27.5,14.7,72.1,backside,2.0,overcast,0
3041,1674.0,41.0,61.0,64.0,27.4,14.7,72.2,backside,2.0,overcast,0
3042,1674.0,41.0,60.0,64.0,27.4,14.7,76.2,backside,2.0,overcast,0
3043,1673.0,41.0,60.0,64.0,27.4,14.7,75.9,backside,2.0,overcast,0
3044,1672.0,40.0,60.0,64.0,27.4,14.7,74.0,backside,2.0,overcast,0
3045,1671.0,40.0,60.0,64.0,27.4,14.7,78.1,backside,2.0,overcast,0
3046,1670.0,40.0,60.0,63.0,27.4,14.7,76.8,backside,2.0,overcast,0
3047,1669.0,40.0,60.0,63.0,27.4,14.7,72.3,backside,2.0,overcast,0
3048,1669.0,40.0,60.0,63.0,27.4,14.7,76.0,backside,2.0,overcast,0
3049,1668.0,40.0,60.0,63.0,27.4,14.7,72.4,backside,2.0,overcast,0
3050,1667.0,40.0,60.0,62.0,27.4,14.7,72.8,backside,2.0,overcast,0
3051,1666.0,41.0,61.0,63.0,27.4,14.7,77.3,backside,2.0,overcast,0
3052,1664.0,40.0,60.0,63.0,27.4,14.7,82.7,backside,2.0,overcast,0
3053,1663.0,41.0,61.0,64.0,27.4,14.7,79.9,backside,2.0,overcast,0
3054,1662.0,41.0,60.0,63.0,27.4,14.7,73.2,backside,2.0,overcast,0
3055,1660.0,41.0,61.0,63.0,27.4,14.7,70.3,backside,2.0,overcast,0
3056,1658.0,42.0,61.0,64.0,27.4,14.7,75.5,backside,2.0,overcast,0
3057,1656.0,41.0,61.0,63.0,27.4,14.7,76.5,backside,2.0,overcast,0
3058,1653.0,42.0,62.0,64.0,27.4,14.7,72.9,backside,2.0,overcast,0
3059,1650.0,41.0,61.0,63.0,27.4,14.7,77.5,backside,2.0,overcast,0
3060,1648.0,41.0,61.0,64.0,27.4,14.7,78.2,backside,2.0,overcast,0
3061,1646.0,42.0,63.0,65.0,27.4,14.7,78.6,backside,2.0,overcast,0
3062,1643.0,41.0,62.0,65.0,27.4,14.7,79.7,backside,2.0,overcast,0
3063,1641.0,42.0,63.0,67.0,27.4,14.7,73.2,backside,2.0,overcast,0
3064,1638.0,41.0,62.0,66.0,27.4,14.7,77.8,backside,2.0,overcast,0
3065,1637.0,41.0,62.0,66.0,27.4,14.6,75.4,backside,2.0,overcast,0
3066,1635.0,41.0,62.0,67.0,27.3,14.7,72.8,backside,2.0,overcast,0
3067,1633.0,41.0,61.0,67.0,27.4,14.6,77.8,backside,2.0,overcast,0
3068,1632.0,40.0,60.0,65.0,27.3,14.7,72.4,backside,2.0,overcast,0
3069,1630.0,40.0,60.0,64.0,27.4,14.6,79.3,backside,2.0,overcast,0
3070,1629.0,40.0,60.0,64.0,27.3,14.7,69.9,backside,2.0,overcast,0
3071,1627.0,40.0,60.0,63.0,27.4,14.7,73.0,backside,2.0,overcast,0
3072,1627.0,41.0,60.0,63.0,27.4,14.7,74.7,backside,2.0,overcast,0
3073,1625.0,41.0,60.0,63.0,27.4,14.7,77.4,backside,2.0,overcast,0
3074,1624.0,41.0,60.0,63.0,27.4,14.6,73.5,backside,2.0,overcast,0
3075,1623.0,41.0,60.0,64.0,27.3,14.6,72.5,backside,2.0,overcast,0
3076,1621.0,41.0,60.0,64.0,27.3,14.6,75.4,backside,2.0,overcast,0
3077,1619.0,41.0,60.0,65.0,27.3,14.6,75.3,backside,2.0,overcast,0
3078,1618.0,41.0,60.0,64.0,27.3,14.6,80.8,backside,2.0,overcast,0
3079,1617.0,41.0,60.0,64.0,27.3,14.6,75.1,backside,2.0,overcast,0
3080,1615.0,41.0,60.0,63.0,27.3,14.6,69.0,backside,2.0,overcast,0
3081,1614.0,40.0,59.0,63.0,27.3,14.6,71.2,backside,2.0,overcast,0
3082,1612.0,40.0,59.0,62.0,27.3,14.6,73.4,backside,2.0,overcast,0
3083,1610.0,40.0,58.0,61.0,27.3,14.6,74.0,backside,2.0,overcast,0
3084,1609.0,40.0,58.0,61.0,27.3,14.6,77.5,backside,2.0,overcast,0
3085,1607.0,40.0,58.0,61.0,27.3,14.6,71.9,backside,2.0,overcast,0
3086,1606.0,40.0,58.0,60.0,27.3,14.6,67.5,backside,2.0,overcast,0
3087,1604.0,40.0,58.0,60.0,27.3,14.6,83.0,backside,2.0,overcast,0
3088,1602.0,40.0,58.0,61.0,27.3,14.6,75.7,backside,2.0,overcast,0
3089,1601.0,40.0,58.0,61.0,27.3,14.6,72.2,backside,2.0,overcast,0
3090,2243.0,46.0,70.0,73.0,26.0,13.9,77.5,middle,2.0,rainy,1
3091,2243.0,47.0,70.0,73.0,26.0,13.9,72.8,middle,2.0,rainy,1
3092,2243.0,47.0,70.0,74.0,25.9,13.9,71.5,middle,2.0,rainy,1
3093,2244.0,48.0,71.0,76.0,25.9,13.9,77.0,middle,2.0,rainy,1
3094,2246.0,48.0,71.0,75.0,25.9,13.9,78.2,middle,2.0,rainy,1
3095,2247.0,49.0,72.0,76.0,25.9,13.9,71.0,middle,2.0,rainy,1
3096,2248.0,49.0,71.0,76.0,26.0,13.9,80.5,middle,2.0,rainy,1
3097,2249.0,48.0,70.0,74.0,25.9,13.9,72.7,middle,2.0,rainy,1
3098,2251.0,49.0,71.0,75.0,25.9,13.9,78.2,middle,2.0,rainy,1
3099,2252.0,49.0,71.0,75.0,25.9,13.9,79.3,middle,2.0,rainy,1
3100,2252.0,48.0,70.0,74.0,25.9,13.9,72.5,middle,2.0,rainy,1
3101,2253.0,48.0,70.0,75.0,25.9,13.9,78.8,middle,2.0,rainy,1
3102,2253.0,48.0,70.0,75.0,25.9,13.9,75.3,middle,2.0,rainy,1
3103,2252.0,48.0,71.0,76.0,25.9,13.9,75.0,middle,2.0,rainy,1
3104,2252.0,48.0,71.0,77.0,25.9,13.9,76.2,middle,2.0,rainy,1
3105,2252.0,48.0,71.0,77.0,25.9,13.9,73.5,middle,2.0,rainy,1
3106,2252.0,48.0,71.0,78.0,25.9,13.9,70.5,middle,2.0,rainy,1
3107,2253.0,48.0,71.0,78.0,25.9,13.9,80.0,middle,2.0,rainy,1
3108,2253.0,48.0,71.0,78.0,25.9,13.9,73.5,middle,2.0,rainy,1
3109,2252.0,48.0,71.0,77.0,25.9,13.9,85.6,middle,2.0,rainy,1
3110,2250.0,48.0,71.0,77.0,25.8,13.9,76.7,middle,2.0,rainy,1
3111,2249.0,47.0,71.0,78.0,25.9,13.9,72.2,middle,2.0,rainy,1
3112,2247.0,47.0,71.0,78.0,25.9,13.9,75.1,middle,2.0,rainy,1
3113,2246.0,47.0,71.0,78.0,25.8,13.9,77.1,middle,2.0,rainy,1
3114,2245.0,47.0,71.0,78.0,25.8,13.9,77.1,middle,2.0,rainy,1
3115,2244.0,47.0,71.0,79.0,25.8,13.9,76.9,middle,2.0,rainy,1
3116,2242.0,47.0,71.0,79.0,25.8,13.9,71.5,middle,2.0,rainy,1
3117,2241.0,47.0,72.0,79.0,25.8,13.9,71.3,middle,2.0,rainy,1
3118,2239.0,47.0,73.0,80.0,25.8,13.9,79.6,middle,2.0,rainy,1
3119,2238.0,47.0,73.0,80.0,25.8,13.9,75.1,middle,2.0,rainy,1
3120,2236.0,47.0,73.0,80.0,25.8,13.9,75.8,middle,2.0,rainy,1
3121,2234.0,47.0,73.0,80.0,25.8,13.9,78.4,middle,2.0,rainy,1
3122,2231.0,47.0,72.0,80.0,25.8,13.9,72.5,middle,2.0,rainy,1
3123,2229.0,47.0,72.0,80.0,25.8,13.9,72.7,middle,2.0,rainy,1
3124,2228.0,47.0,71.0,80.0,25.8,13.9,80.1,middle,2.0,rainy,1
3125,2227.0,47.0,71.0,80.0,25.7,13.9,75.3,middle,2.0,rainy,1
3126,2225.0,47.0,71.0,80.0,25.8,13.9,77.9,middle,2.0,rainy,1
3127,2224.0,47.0,71.0,80.0,25.7,13.9,78.6,middle,2.0,rainy,1
3128,2223.0,47.0,71.0,80.0,25.8,13.9,77.5,middle,2.0,rainy,1
3129,2223.0,47.0,71.0,79.0,25.8,13.9,77.7,middle,2.0,rainy,1
3130,2223.0,46.0,71.0,79.0,25.7,13.9,71.3,middle,2.0,rainy,1
3131,2223.0,46.0,70.0,78.0,25.7,13.8,73.1,middle,2.0,rainy,1
3132,2223.0,46.0,70.0,77.0,25.7,13.9,78.8,middle,2.0,rainy,1
3133,2222.0,46.0,70.0,77.0,25.7,13.8,73.9,middle,2.0,rainy,1
3134,2221.0,46.0,70.0,77.0,25.7,13.8,76.7,middle,2.0,rainy,1
3135,2221.0,46.0,70.0,76.0,25.7,13.9,76.1,middle,2.0,rainy,1
3136,2221.0,47.0,70.0,76.0,25.7,13.8,76.4,middle,2.0,rainy,1
3137,2220.0,48.0,71.0,77.0,25.7,13.9,77.7,middle,2.0,rainy,1
3138,2219.0,48.0,70.0,76.0,25.7,13.8,79.0,middle,2.0,rainy,1
3139,2219.0,49.0,71.0,77.0,25.7,13.8,75.7,middle,2.0,rainy,1
3140,2219.0,48.0,70.0,76.0,25.7,13.8,72.0,middle,2.0,rainy,1
3141,2217.0,49.0,71.0,78.0,25.7,13.8,78.9,middle,2.0,rainy,1
3142,2216.0,47.0,70.0,77.0,25.7,13.8,74.8,middle,2.0,rainy,1
3143,2214.0,48.0,70.0,78.0,25.7,13.8,71.9,middle,2.0,rainy,1
3144,2214.0,47.0,69.0,76.0,25.7,13.8,78.2,middle,2.0,rainy,1
